Material,Space group,Crystal Type,Band gap,stoichiometry,media_Z,media_pon_Z,max_Z,min_Z,desvio_Z,desvio_pon_Z,media_Electronegativity,media_pon_Electronegativity,max_Electronegativity,min_Electronegativity,desvio_Electronegativity,desvio_pon_Electronegativity,media_IonizationPotential,media_pon_IonizationPotential,max_IonizationPotential,min_IonizationPotential,desvio_IonizationPotential,desvio_pon_IonizationPotential,media_ElectronAffinity,media_pon_ElectronAffinity,max_ElectronAffinity,min_ElectronAffinity,desvio_ElectronAffinity,desvio_pon_ElectronAffinity,media_HOMO,media_pon_HOMO,max_HOMO,min_HOMO,desvio_HOMO,desvio_pon_HOMO,media_LUMO,media_pon_LUMO,max_LUMO,min_LUMO,desvio_LUMO,desvio_pon_LUMO,media_r_s_orbital,media_pon_r_s_orbital,max_r_s_orbital,min_r_s_orbital,desvio_r_s_orbital,desvio_pon_r_s_orbital,media_r_p_orbital,media_pon_r_p_orbital,max_r_p_orbital,min_r_p_orbital,desvio_r_p_orbital,desvio_pon_r_p_orbital,media_r_d_orbital,media_pon_r_d_orbital,max_r_d_orbital,min_r_d_orbital,desvio_r_d_orbital,desvio_pon_r_d_orbital,media_r_atomic_nonbonded,media_pon_r_atomic_nonbonded,max_r_atomic_nonbonded,min_r_atomic_nonbonded,desvio_r_atomic_nonbonded,desvio_pon_r_atomic_nonbonded,media_r_valence_lastorbital,media_pon_r_valence_lastorbital,max_r_valence_lastorbital,min_r_valence_lastorbital,desvio_r_valence_lastorbital,desvio_pon_r_valence_lastorbital,media_r_covalent,media_pon_r_covalent,max_r_covalent,min_r_covalent,desvio_r_covalent,desvio_pon_r_covalent,media_Valence,media_pon_Valence,max_Valence,min_Valence,desvio_Valence,desvio_pon_Valence,media_PeriodicColumn,media_pon_PeriodicColumn,max_PeriodicColumn,min_PeriodicColumn,desvio_PeriodicColumn,desvio_pon_PeriodicColumn,media_PeriodicColumn_upto18,media_pon_PeriodicColumn_upto18,max_PeriodicColumn_upto18,min_PeriodicColumn_upto18,desvio_PeriodicColumn_upto18,desvio_pon_PeriodicColumn_upto18,media_NumberUnfilledOrbitals,media_pon_NumberUnfilledOrbitals,max_NumberUnfilledOrbitals,min_NumberUnfilledOrbitals,desvio_NumberUnfilledOrbitals,desvio_pon_NumberUnfilledOrbitals,media_Polarizability,media_pon_Polarizability,max_Polarizability,min_Polarizability,desvio_Polarizability,desvio_pon_Polarizability
V3N2,P-6m2,A2B3-187-bhi,0.0,A2B3,15.0,16.6,23,7,8.0,8.158431221748456,2.335,2.194,3.04,1.63,0.7050000000000001,0.7189617514165827,-10.4095,-9.77828,-7.2534,-13.5656,3.1561,3.2186030973700372,-0.9495,-0.8040200000000001,-0.2221,-1.6769,0.7274,0.7418053588374783,-5.782,-5.52044,-4.4742,-7.0898,1.3078000000000003,1.333699543975329,2.1420999999999997,1.7399999999999998,4.1526,0.1316,2.0104999999999995,2.050315746415659,1.0180500000000001,1.11444,1.5,0.5361,0.48195,0.4914944909152085,0.9913000000000001,1.0864800000000001,1.4672,0.5154,0.47590000000000005,0.4853246773037613,0.84465,0.77078,1.214,0.4753,0.36935,0.376664571469099,1.0,1.05,1.25,0.75,0.25,0.25495097567963926,0.49534999999999996,0.49133999999999994,0.5154,0.4753,0.020049999999999985,0.02044706824950706,1.12,1.202,1.53,0.71,0.41000000000000003,0.4181196001146084,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,10.0,9.0,15.0,5.0,5.0,5.0990195135927845,5.0,5.4,7.0,3.0,2.0,2.039607805437114,44.3,51.64,81.0,7.6,36.699999999999996,37.42680322977104
S3Sb2,P1,A2B3-1-a,0.5993717300965039,A2B3,33.5,30.0,51,16,17.5,17.84656829757475,2.315,2.368,2.58,2.05,0.2650000000000001,0.2702480342204177,-10.0083,-10.3516,-8.2918,-11.7248,1.7165,1.7504933990164027,-2.08305,-2.1862199999999996,-1.5672,-2.5989,0.51585,0.5260658432173676,-5.9176,-6.135759999999999,-4.8268,-7.0084,1.0907999999999998,1.1124020970854016,4.68705,4.6775400000000005,4.7346,4.6395,0.0475500000000002,0.04849167557426752,0.8754,0.84978,1.0035,0.7473,0.12810000000000005,0.13063687993824719,1.04465,1.0055800000000001,1.24,0.8493,0.19534999999999997,0.19921869239607007,0.92085,1.01536,1.3934,0.4483,0.47255,0.4819083342296541,1.2,1.1640000000000001,1.38,1.02,0.17999999999999994,0.18356470248934015,1.04465,1.0055800000000001,1.24,0.8493,0.19534999999999997,0.19921869239607007,1.22,1.186,1.39,1.05,0.16999999999999993,0.17336666346215462,10.5,9.6,15.0,6.0,4.5,4.589117562233507,5.5,5.6,6.0,5.0,0.5,0.5099019513592784,15.5,15.6,16.0,15.0,0.5,0.5099019513592784,2.5,2.4,3.0,2.0,0.5,0.5099019513592785,30.96,28.641999999999996,42.55,19.37,11.589999999999998,11.819527232508074
Hf4C3F2,P-3m1,A2B3C4-164-bcd,0.0,A2B3C4,29.0,36.0,72,6,30.430248109405877,31.22498999199199,2.61,2.312222222222222,3.98,1.3,1.0949276992873396,1.134697436149804,-12.164166666666667,-10.74698888888889,-6.4985,-19.2531,5.303409047856754,5.489493636276123,-1.3394333333333333,-0.7992111111111112,0.7772,-4.0848,2.0340829552623685,2.1045981845168464,-6.364366666666666,-5.428777777777778,-2.6937,-11.114,3.5212204156450584,3.643393992497641,1.662,1.4180222222222223,3.7464,-0.4781,1.7250945732529177,1.7422618754699448,0.8609333333333332,0.9867333333333332,1.5366,0.4044,0.48749958860381504,0.5034694517931438,0.9141,1.0649444444444445,1.7316,0.374,0.587924320526602,0.6069670939074208,1.0320333333333334,1.0131000000000001,1.1355,0.8951,0.10095561180813849,0.1027156593060019,0.9933333333333333,1.0811111111111111,1.5,0.71,0.35910382280832875,0.3696762013264588,0.6352666666666668,0.6931666666666667,0.8951,0.374,0.21274059843438964,0.22047896095143008,1.0266666666666666,1.157777777777778,1.75,0.57,0.5173221648278974,0.533678129286757,9.666666666666666,10.88888888888889,18.0,4.0,6.018490028422597,6.141339380193546,5.0,4.666666666666667,7.0,4.0,1.4142135623730951,1.4529663145135576,11.666666666666666,10.222222222222221,17.0,4.0,5.557777333511022,5.742413137521134,4.333333333333333,5.111111111111111,8.0,1.0,2.8674417556808756,2.971053768249097,41.32,53.019999999999996,109.0,3.7,47.95640520305917,49.36301044304328
Sc4C3F2,P3m1,A2B3C4-156-abc,0.0,A2B3C4,12.0,13.333333333333334,21,6,6.48074069840786,6.616477747093069,2.6300000000000003,2.338888888888889,3.98,1.36,1.071105348071172,1.1099605153693586,-12.349399999999997,-10.993966666666667,-7.0542,-19.2531,5.108407742144316,5.2851706860905745,-1.3189666666666668,-0.7719222222222223,0.8386,-4.0848,2.0554736912827556,2.1270236763499097,-6.5450333333333335,-5.669666666666667,-3.2357,-11.114,3.3373552226609355,3.450247336544633,1.7599,1.5485555555555555,3.7464,-0.1844,1.605019790116828,1.61887460937041,0.8989333333333334,1.0374,1.6506,0.4044,0.5402726307666857,0.5577342855996333,0.8779,1.0166777777777778,1.623,0.374,0.53766986773174,0.5552910572588081,0.9272999999999999,0.8734555555555557,1.1355,0.5809,0.24660321706471441,0.2524130956669988,0.9733333333333333,1.0544444444444445,1.44,0.71,0.33089105289942317,0.34068739518005053,0.5305333333333334,0.5535222222222222,0.6367,0.374,0.11300567340723308,0.11532029844987354,1.01,1.1355555555555557,1.7,0.57,0.494031038161234,0.5097360730785402,4.666666666666667,4.222222222222222,7.0,3.0,1.699673171197595,1.7568209223157663,4.666666666666667,4.222222222222222,7.0,3.0,1.699673171197595,1.7568209223157663,11.333333333333334,9.777777777777779,17.0,3.0,6.018490028422597,6.216266991421939,4.666666666666667,5.555555555555555,9.0,1.0,3.299831645537222,3.417456999828822,40.653333333333336,52.1311111111111,107.0,3.7,47.015589849420046,48.396333245452986
W4C3F2,P-3m1,A2B3C4-164-acd,0.0,A2B3C4,29.666666666666668,36.888888888888886,74,6,31.372316175606514,32.19289853444984,2.9633333333333334,2.783333333333333,3.98,2.36,0.7230644661592922,0.7451323521510942,-12.942299999999998,-11.784500000000001,-8.8329,-19.2531,4.529883256773843,4.675504588811778,-1.7443000000000002,-1.3390333333333335,-0.4374,-4.0848,1.6587401665119228,1.707530383656792,-6.9619333333333335,-6.225533333333334,-4.4864,-11.114,2.954019121280174,3.0444234148503213,1.6992,1.4676222222222224,3.7464,-0.3665,1.6791353509073252,1.69502914247135,0.8178666666666666,0.9293111111111111,1.4074,0.4044,0.4279811937716682,0.44225305699311235,0.8722666666666666,1.0091666666666665,1.6061,0.374,0.5298656076989922,0.5472651754151933,0.9972,0.9666555555555555,1.1355,0.7906,0.14885713508820012,0.15195857907037172,0.98,1.0633333333333335,1.46,0.71,0.3402939905434711,0.3503490323155531,0.6004333333333333,0.6467222222222222,0.7906,0.374,0.1719987273854729,0.17811856572741125,0.9833333333333333,1.1000000000000003,1.62,0.57,0.4568247901426639,0.4714870093650515,10.333333333333334,11.777777777777779,20.0,4.0,6.944222218666553,7.092858519335391,5.666666666666667,5.555555555555555,7.0,4.0,1.247219128924647,1.2521586299538494,12.333333333333334,11.11111111111111,17.0,6.0,4.642796092394707,4.800977266770733,3.6666666666666665,4.222222222222222,6.0,1.0,2.0548046676563256,2.1285826734075575,29.986666666666668,37.90888888888888,75.0,3.7,31.97851917911286,32.945216554564645
Hf4F2N3,P-3m1,A2B3C4-164-acd,0.0,A2B3C4,29.333333333333332,36.333333333333336,72,7,30.180935851773864,30.982073669928695,2.7733333333333334,2.4755555555555557,3.98,1.3,1.1102352103145632,1.1494754573980663,-13.105733333333333,-11.688555555555556,-6.4985,-19.2531,5.217187192560971,5.406240380897744,-1.6615000000000002,-1.1212777777777778,0.7772,-4.0848,1.9849330584850127,2.057133757452194,-6.965833333333333,-6.0302444444444445,-2.6937,-11.114,3.4386905282227547,3.563694588190918,1.7973999999999999,1.553422222222222,4.1526,-0.4781,1.8913151843800828,1.9069867022913527,0.8257,0.9514999999999999,1.5366,0.4044,0.5055494238944398,0.5209662753000428,0.8736666666666667,1.0245111111111112,1.7316,0.374,0.6093907850377202,0.6277827453097464,1.0582,1.0392666666666666,1.214,0.8951,0.1302926705536424,0.13166112224613274,0.9866666666666667,1.0744444444444445,1.5,0.71,0.36334862353148145,0.3738009637411696,0.5948333333333333,0.6527333333333334,0.8951,0.374,0.2200280941657729,0.2275187293877632,1.01,1.141111111111111,1.75,0.57,0.5263712251507169,0.542454412944956,10.0,11.222222222222221,18.0,5.0,5.715476066494082,5.8446979243721815,5.333333333333333,5.0,7.0,4.0,1.247219128924647,1.2909944487358056,12.0,10.555555555555555,17.0,4.0,5.715476066494082,5.895174842169916,4.0,4.777777777777778,8.0,1.0,2.943920288775949,3.044931023565494,40.1,51.8,109.0,3.7,48.745666474056954,50.13013066011298
Ta4F2N3,P-3m1,A2B3C4-164-acd,0.0,A2B3C4,29.666666666666668,36.77777777777778,73,7,30.652170486860395,31.4662272411251,2.84,2.5644444444444447,3.98,1.5,1.022285022225537,1.0587717085680923,-13.504,-12.219577777777777,-7.6933,-19.2531,4.719469598023349,4.891128063300422,-1.8507,-1.3735444444444447,0.2096,-4.0848,1.7574835551625134,1.8211056726242434,-7.2667,-6.4314,-3.5963,-11.114,3.071636212183989,3.1831863140570333,1.8088999999999997,1.5687555555555555,4.1526,-0.4436,1.8774986355964858,1.8927943577853874,0.8023333333333333,0.9203444444444444,1.4665,0.4044,0.47270444841947024,0.4872126003104133,0.8512666666666667,0.9946444444444444,1.6644,0.374,0.5778626441945833,0.5953842647534863,1.0388333333333333,1.0134444444444444,1.214,0.837,0.15506038250379178,0.15712516635228924,0.9466666666666667,1.021111111111111,1.38,0.71,0.30684777260973484,0.3157491581369577,0.5754666666666667,0.6269111111111111,0.837,0.374,0.19373220921903742,0.2004462515316423,0.9933333333333333,1.1188888888888888,1.7,0.57,0.502946871503895,0.5183818602983903,10.333333333333334,11.666666666666666,19.0,5.0,6.182412330330469,6.324555320336759,5.666666666666667,5.444444444444445,7.0,5.0,0.9428090415820634,0.9686442096757051,12.333333333333334,11.0,17.0,5.0,5.2493385826745405,5.41602560309064,3.6666666666666665,4.333333333333333,7.0,1.0,2.494438257849294,2.581988897471611,33.1,42.46666666666667,88.0,3.7,38.85279912696124,39.96591603409641
Y4F2N3,P3m1,A2B3C4-156-abc,0.0,A2B3C4,18.333333333333332,21.666666666666668,39,7,14.636332266733431,15.01110699893027,2.7466666666666666,2.44,3.98,1.22,1.1456972646481367,1.186029791643813,-12.996466666666668,-11.542866666666665,-6.1707,-19.2531,5.356007966345415,5.549754435608441,-1.6997666666666669,-1.1723000000000003,0.6624,-4.0848,1.938103733607214,2.0085983089375206,-6.9075,-5.952466666666668,-2.5187,-11.114,3.5113834396146486,3.6389424738209013,1.6272,1.3264888888888886,4.1526,-0.9887,2.0999022374069383,2.1213242512667283,0.9085333333333333,1.0619444444444444,1.7851,0.4044,0.6221538198512934,0.6407888455395437,0.9458666666666667,1.1207777777777777,1.9482,0.374,0.7111036367662749,0.7322993097172396,1.0740333333333332,1.0603777777777779,1.214,0.9426,0.11096276652803656,0.11179986472749605,1.0266666666666666,1.1277777777777778,1.62,0.71,0.4198677040317449,0.43187075112701534,0.6106666666666666,0.6738444444444444,0.9426,0.374,0.2417068380405394,0.2498271945975734,1.0599999999999998,1.2077777777777778,1.9,0.57,0.5967132197854063,0.6147397321400374,5.0,4.555555555555555,7.0,3.0,1.632993161855452,1.692394023525313,5.0,4.555555555555555,7.0,3.0,1.632993161855452,1.692394023525313,11.666666666666666,10.11111111111111,17.0,3.0,6.182412330330469,6.375105905680468,4.333333333333333,5.222222222222222,9.0,1.0,3.39934634239519,3.5136418446315325,54.76666666666666,71.35555555555555,153.0,3.7,69.47970127230607,71.43262646338009
Ta4C3O2,P-3m1,A2B3C4-164-acd,0.0,A2B3C4,29.0,36.22222222222222,73,6,31.123410267299864,31.950385920890334,2.4966666666666666,2.2811111111111106,3.44,1.5,0.7928990407920095,0.8216769964041548,-11.580066666666667,-10.6231,-7.6933,-16.306,3.5658379887793874,3.6920164901220764,-1.1060666666666668,-0.7697666666666666,0.2096,-2.8171,1.2668765589257525,1.310753182546415,-5.970733333333333,-5.366933333333333,-3.5963,-9.0305,2.2708139133114558,2.349717061454185,2.5037333333333334,1.9868444444444444,4.2084,-0.4436,2.0925966856728246,2.155489506433673,0.8563666666666666,0.968111111111111,1.4665,0.4608,0.43771167323809046,0.4517502957974531,0.9114666666666666,1.0482555555555555,1.6644,0.4333,0.5388409433424879,0.5559323361216534,1.0158333333333334,0.989388888888889,1.1355,0.837,0.12884379000255394,0.13152958170768098,0.96,1.0322222222222222,1.38,0.73,0.29743346594938946,0.30607632389549944,0.6356666666666667,0.6805222222222223,0.837,0.4333,0.16481145456416416,0.17080642967919296,1.04,1.1555555555555557,1.7,0.66,0.468472695753623,0.48251399263277306,9.666666666666666,11.11111111111111,19.0,4.0,6.649979114420001,6.805045332347804,5.0,4.888888888888889,6.0,4.0,0.816496580927726,0.8240220541217402,11.666666666666666,10.444444444444445,16.0,5.0,4.784233364802441,4.9378857873975495,4.333333333333333,4.888888888888889,7.0,2.0,2.0548046676563256,2.1285826734075575,34.833333333333336,44.028888888888886,88.0,5.24,37.67475665334667,38.78073659517309
Ta4N3O2,P3m1,A2B3C4-156-abc,0.0,A2B3C4,29.333333333333332,36.55555555555556,73,7,30.879694874715902,31.713026493583296,2.66,2.4444444444444446,3.44,1.5,0.8363412381717564,0.8636728918968865,-12.521633333333334,-11.564666666666666,-7.6933,-16.306,3.592775169079685,3.7180396201044807,-1.4281333333333333,-1.0918333333333332,0.2096,-2.8171,1.2481030575325989,1.29261708646537,-6.5722,-5.9684,-3.5963,-9.0305,2.248490564801196,2.3281503946266016,2.639133333333333,2.1222444444444446,4.2084,-0.4436,2.179940674014369,2.2403828837230058,0.8211333333333334,0.9328777777777777,1.4665,0.4608,0.45737739583654785,0.47083001506533084,0.8710333333333334,1.0078222222222224,1.6644,0.4333,0.5619953163110486,0.578402918110734,1.042,1.0155555555555555,1.214,0.837,0.155668451096125,0.15789862351724912,0.9533333333333333,1.0255555555555556,1.38,0.73,0.3018093585177386,0.31033036956057797,0.5952333333333333,0.6400888888888888,0.837,0.4333,0.17420953539408288,0.1798915870362473,1.0233333333333334,1.1388888888888888,1.7,0.66,0.4789108012517107,0.4926546883724021,10.0,11.444444444444445,19.0,5.0,6.377042156569663,6.538584435468666,5.333333333333333,5.222222222222222,6.0,5.0,0.4714045207910317,0.4843221048378526,12.0,10.777777777777779,16.0,5.0,4.96655480858378,5.114733016215069,4.0,4.555555555555555,7.0,2.0,2.160246899469287,2.230539988876081,33.61333333333333,42.808888888888895,88.0,5.24,38.46924774702804,39.55301839553501
Y4N3O2,P-3m1,A2B3C4-164-bcd,0.0,A2B3C4,18.0,21.444444444444443,39,7,14.854853303438128,15.2489627252981,2.5666666666666664,2.32,3.44,1.22,0.9661377863546288,0.9971292126232522,-12.0141,-10.887955555555557,-6.1707,-16.306,4.280688473442873,4.426341052881008,-1.2772,-0.8905888888888889,0.6624,-2.8171,1.4483439117373562,1.499055782117942,-6.213,-5.489466666666667,-2.5187,-9.0305,2.729770257732324,2.8240301245639086,2.457433333333333,1.8799777777777775,4.2084,-0.9887,2.4368907270445175,2.504374439694977,0.9273333333333333,1.0744777777777776,1.7851,0.4608,0.6073111576632049,0.6248826527861742,0.9656333333333333,1.1339555555555554,1.9482,0.4333,0.6955875422180079,0.7156636076975802,1.0772000000000002,1.0624888888888888,1.214,0.9426,0.11080950621073385,0.11178176710354029,1.0333333333333334,1.1322222222222225,1.62,0.73,0.4149163235588058,0.42653788565757517,0.6304333333333333,0.6870222222222222,0.9426,0.4333,0.22326534786113933,0.23032524373423457,1.09,1.2277777777777779,1.9,0.66,0.573120115391762,0.5894483715441492,4.666666666666667,4.333333333333333,6.0,3.0,1.247219128924647,1.2909944487358056,4.666666666666667,4.333333333333333,6.0,3.0,1.247219128924647,1.2909944487358056,11.333333333333334,9.88888888888889,16.0,3.0,5.90668171555645,6.080732574449835,4.666666666666667,5.444444444444445,9.0,2.0,3.0912061651652345,3.187552952840234,55.28,71.69777777777777,153.0,5.24,69.10519131488363,71.02866248091091
Ta4C3,P-3m1,A3B4-164-bcd,0.0,A3B4,39.5,44.285714285714285,73,6,33.5,33.84011024249906,2.025,1.9499999999999997,2.55,1.5,0.5249999999999999,0.5303300858899106,-9.2171,-8.999414285714286,-7.6933,-10.7409,1.5238,1.539270447388659,-0.25055,-0.18481428571428568,0.2096,-0.7107,0.46015,0.4648216933756998,-4.44085,-4.3202,-3.5963,-5.2854,0.8445500000000001,0.8531243315015697,1.6514,1.3521142857142858,3.7464,-0.4436,2.0949999999999998,2.1162695808368817,1.05415,1.1130571428571427,1.4665,0.6418,0.41234999999999994,0.41653640174610407,1.15055,1.223957142857143,1.6644,0.6367,0.51385,0.5190668850181536,0.98625,0.9649285714285715,1.1355,0.837,0.14925,0.15076526727441744,1.075,1.1185714285714285,1.38,0.77,0.30499999999999994,0.3080965260884242,0.73685,0.7511571428571429,0.837,0.6367,0.10014999999999996,0.10116677733690387,1.23,1.2971428571428572,1.7,0.76,0.47,0.47477169593953905,11.5,12.571428571428571,19.0,4.0,7.5,7.57614408414158,4.5,4.571428571428571,5.0,4.0,0.5,0.5050762722761053,9.5,8.857142857142858,14.0,5.0,4.5,4.545686450484948,5.5,5.714285714285714,7.0,4.0,1.5,1.5152288168283161,49.63,55.11142857142857,88.0,11.26,38.370000000000005,38.75955313446833
Y4C3,P-3m1,A3B4-164-bcd,0.0,A3B4,22.5,24.857142857142858,39,6,16.5,16.66751698511148,1.8849999999999998,1.7899999999999998,2.55,1.22,0.6649999999999999,0.67175144212722,-8.4558,-8.129357142857144,-6.1707,-10.7409,2.2851,2.3082995795562566,-0.024150000000000005,0.07392857142857144,0.6624,-0.7107,0.68655,0.6935202294623203,-3.90205,-3.7044285714285716,-2.5187,-5.2854,1.38335,1.3973945225063007,1.37885,1.0406285714285715,3.7464,-0.9887,2.36755,2.3915866568545865,1.21345,1.2951142857142857,1.7851,0.6418,0.57165,0.5774537020932712,1.29245,1.3861285714285714,1.9482,0.6367,0.6557499999999999,0.6624075310901121,1.03905,1.0252714285714286,1.1355,0.9426,0.09644999999999998,0.09742921292206069,1.195,1.2557142857142858,1.62,0.77,0.42500000000000004,0.4293148314346896,0.78965,0.8115,0.9426,0.6367,0.15294999999999997,0.1545028316892606,1.33,1.4114285714285713,1.9,0.76,0.57,0.57578695039476,3.5,3.4285714285714284,4.0,3.0,0.5,0.5050762722761054,3.5,3.4285714285714284,4.0,3.0,0.5,0.5050762722761054,8.5,7.714285714285714,14.0,3.0,5.5,5.555838995037159,6.5,6.857142857142857,9.0,4.0,2.5,2.5253813613805267,82.13,92.25428571428571,153.0,11.26,70.86999999999999,71.58951083241517
Ta4N3,P-3m1,A3B4-164-bcd,0.0,A3B4,40.0,44.714285714285715,73,7,33.0,33.33503397022296,2.27,2.16,3.04,1.5,0.77,0.7778174593052023,-10.62945,-10.209999999999999,-7.6933,-13.5656,2.93615,2.965959393686974,-0.73365,-0.5989000000000001,0.2096,-1.6769,0.94325,0.9528263876488727,-5.34305,-5.093514285714286,-3.5963,-7.0898,1.7467500000000002,1.7644839571965742,1.8544999999999998,1.5261999999999998,4.1526,-0.4436,2.2981,2.321431562635435,1.0013,1.0677571428571428,1.4665,0.5361,0.46519999999999995,0.46992296372568837,1.0899,1.1719714285714287,1.6644,0.5154,0.5745000000000001,0.5803326368452452,1.0255,0.9985714285714286,1.214,0.837,0.1885,0.19041375464809174,1.065,1.1099999999999999,1.38,0.75,0.31499999999999995,0.3181980515339463,0.6761999999999999,0.6991714285714286,0.837,0.5154,0.1608,0.16243252916399548,1.205,1.2757142857142856,1.7,0.71,0.495,0.5000255095533442,12.0,13.0,19.0,5.0,7.0,7.0710678118654755,5.0,5.0,5.0,5.0,0.0,0.0,10.0,9.285714285714286,15.0,5.0,5.0,5.050762722761053,5.0,5.285714285714286,7.0,3.0,2.0,2.0203050891044216,47.8,53.542857142857144,88.0,7.6,40.2,40.608132290998874
Y4N3,P-3m1,A3B4-164-bcd,0.0,A3B4,23.0,25.285714285714285,39,7,16.0,16.162440712835373,2.13,2.0,3.04,1.22,0.91,0.9192388155425119,-9.86815,-9.339942857142857,-6.1707,-13.5656,3.69745,3.7349885258545714,-0.50725,-0.34015714285714294,0.6624,-1.6769,1.16965,1.1815249237354932,-4.80425,-4.477742857142857,-2.5187,-7.0898,2.28555,2.3087541482013054,1.5819499999999997,1.2147142857142854,4.1526,-0.9887,2.5706499999999997,2.5967486386531404,1.1606,1.2498142857142855,1.7851,0.5361,0.6244999999999999,0.6308402640728555,1.2318,1.3341428571428569,1.9482,0.5154,0.7163999999999999,0.7236732829172037,1.0783,1.0589142857142857,1.214,0.9426,0.1357,0.137077700295735,1.185,1.247142857142857,1.62,0.75,0.43500000000000005,0.4394163568802117,0.729,0.7595142857142856,0.9426,0.5154,0.2136,0.21576858351635222,1.305,1.3900000000000001,1.9,0.71,0.595,0.6010407640085653,4.0,3.857142857142857,5.0,3.0,1.0,1.0101525445522108,4.0,3.857142857142857,5.0,3.0,1.0,1.0101525445522108,9.0,8.142857142857142,15.0,3.0,6.0,6.0609152673132645,6.0,6.428571428571429,9.0,3.0,3.0,3.0304576336566322,80.3,90.68571428571428,153.0,7.6,72.7,73.43808998894572
Ag2Cl2,P4/nmm,AB-129-bc,2.000477899138317,AB,32.0,32.0,47,17,15.0,15.0,2.545,2.545,3.16,1.93,0.6150000000000001,0.6150000000000001,-10.82255,-10.82255,-7.8182,-13.8269,3.00435,3.00435,-2.47925,-2.47925,-1.2721,-3.6864,1.20715,1.20715,-6.49845,-6.49845,-4.4022,-8.5947,2.09625,2.09625,2.94495,2.94495,4.9242,0.9657,1.97925,1.97925,1.0013,1.0013,1.3241,0.6785,0.32280000000000003,0.32280000000000003,1.08735,1.08735,1.418,0.7567,0.33064999999999994,0.33064999999999994,0.94875,0.94875,1.3489,0.5486,0.40015,0.40015,1.26,1.26,1.53,0.99,0.27,0.27,1.0404,1.0404,1.3241,0.7567,0.2837,0.2837,1.2349999999999999,1.2349999999999999,1.45,1.02,0.21499999999999997,0.21499999999999997,9.0,9.0,11.0,7.0,2.0,2.0,4.0,4.0,7.0,1.0,3.0,3.0,14.0,14.0,17.0,11.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,33.535,33.535,52.5,14.57,18.965,18.965
Ag2I2,P-1,AB-2-i,1.7684724011775892,AB,50.0,50.0,53,47,3.0,3.0,2.295,2.295,2.66,1.93,0.3650000000000001,0.3650000000000001,-9.4549,-9.4549,-7.8182,-11.0916,1.6366999999999998,1.6366999999999998,-2.2948,-2.2948,-1.2721,-3.3175,1.0227,1.0227,-5.74305,-5.74305,-4.4022,-7.0839,1.34085,1.34085,2.59625,2.59625,4.2268,0.9657,1.63055,1.63055,1.11325,1.11325,1.3241,0.9024,0.21085000000000004,0.21085000000000004,1.2464499999999998,1.2464499999999998,1.418,1.0749,0.17154999999999998,0.17154999999999998,0.48024999999999995,0.48024999999999995,0.5486,0.4119,0.06835,0.06835,1.4300000000000002,1.4300000000000002,1.53,1.33,0.09999999999999998,0.09999999999999998,1.1995,1.1995,1.3241,1.0749,0.12460000000000004,0.12460000000000004,1.42,1.42,1.45,1.39,0.030000000000000027,0.030000000000000027,14.0,14.0,17.0,11.0,3.0,3.0,4.0,4.0,7.0,1.0,3.0,3.0,14.0,14.0,17.0,11.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,43.55,43.55,52.5,34.6,8.95,8.95
Ag2S2,P2/m,AB-10-bdm,0.9615159891823399,AB,31.5,31.5,47,16,15.5,15.5,2.255,2.255,2.58,1.93,0.32500000000000007,0.32500000000000007,-9.7715,-9.7715,-7.8182,-11.7248,1.9533,1.9533,-1.9355,-1.9355,-1.2721,-2.5989,0.6634,0.6634,-5.705299999999999,-5.705299999999999,-4.4022,-7.0084,1.3031000000000001,1.3031000000000001,2.8026,2.8026,4.6395,0.9657,1.8369,1.8369,1.0357,1.0357,1.3241,0.7473,0.28840000000000005,0.28840000000000005,1.13365,1.13365,1.418,0.8493,0.28434999999999994,0.28434999999999994,0.971,0.971,1.3934,0.5486,0.4224,0.4224,1.275,1.275,1.53,1.02,0.255,0.255,1.0867,1.0867,1.3241,0.8493,0.2374,0.2374,1.25,1.25,1.45,1.05,0.19999999999999996,0.19999999999999996,8.5,8.5,11.0,6.0,2.5,2.5,3.5,3.5,6.0,1.0,2.5,2.5,13.5,13.5,16.0,11.0,2.5,2.5,1.5,1.5,2.0,1.0,0.5,0.5,35.935,35.935,52.5,19.37,16.565,16.565
